ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,filename,clap_score,fad_score
PE1ges9nn6A,90,100,"/m/04rlf,/t/dd00031","['female voice', 'drums', 'tambourine', 'bass guitar', 'synth sounds', 'electric guitar']",The music features a female voice singing a long note melody for the first half of the excerpt. The drums play a steady rhythm and together with the bass guitar and tambourine drive the pulse of the music. A synth sound is playing a wobbly melody.,2,False,True,PE1ges9nn6A.wav,0.6658986806869507,0.71794080728408
qOTk01gmrRo,30,40,"/m/01hgjl,/m/04rlf","['dj', 'scratching', 'breakbeat', 'turntable', 'male vocal sample', 'electronic drums', 'strong bass', 'dance', 'groovy', 'urban']","This is a breakbeat from a DJ set performance. The DJ is using the turntable to repeat the male vocal sample and add the scratching effect. In the background, the electronic drums and a strong bass are providing the rhythmic background at a medium tempo. It has a groovy, urban atmosphere. This performance could be used in a crime movie or a TV show with an urban ghetto setting.",9,True,True,qOTk01gmrRo.wav,0.6213361024856567,0.9548090695750346
ROA6DMBPlNM,80,90,"/m/015vgc,/m/028sqc,/m/04rlf,/m/0ggq0m","['carnatic music', 'female singers', 'vocal harmony', 'guitar accompaniment', 'stringed instrument harmony', 'emotional', 'passionate', 'meditational', 'devotional', 'heartfelt', 'classical singing style', 'vocal duo', 'tamil devotional songs', 'prayers', 'flute countermelody', 'guitar accompaniment', 'stringed instrument countermelody', 'strong bass line', 'steady techno drumming rhythm']","Female singers sing this vocal in Tamil harmony. The song is medium tempo with a strong techno drumming rhythm, guitar accompaniment, stringed instrument accompaniment, flute countermelody, and a strong bass line. The song is devotional and highly passionate. The song is a Carnatic Hindu devotional song sung in Tamil.",1,False,False,ROA6DMBPlNM.wav,0.45026713609695435,0.8929513692271343
oNryELagQUM,20,30,"/m/04rlf,/t/dd00033","['female singer', 'lilting vocals', 'strong bass line', 'poor audio quality', 'country hits', 'diva', 'timeless hits', 'classic hits', 'emotional', 'romantic', 'life lessons', 'inspiring', 'motivational', 'loving', 'romantic', 'medium tempo', 'retro pop hits', 'diva', 'string section harmony', 'medium tempo']",A female singer sings this beautiful melody. The tempo is medium with a string section harmony and a strong bass line. The audio quality is poor. The song is a retro pop hit with inspiring and romantic vibes.,1,False,False,oNryELagQUM.wav,0.4476923942565918,0.7733228206050029
zw5dkiklbhE,15,25,"/m/01sm1g,/m/0l14md","['amateur recording', 'percussion', 'wooden bongo cajon']",This audio contains someone playing a wooden bongo cajon. This is an amateur recording.,6,False,False,zw5dkiklbhE.wav,0.21870949864387512,0.9686282872569194
I6eU2qRjJ7Y,520,530,"/m/085jw,/m/0l14l2","['instrumental', 'vocalisation', 'male voice speaking', 'shell trumpet', 'hindu rituals', 'hindu puja', 'bengali pujo', 'chanting', 'conch shell', 'shell trumpet', 'dramatic music playing', 'intense music', 'cymbal riff', 'synthesiser harmony', 'indian language', 'bengali', 'om chant', 'women chanting']","This music is instrumental. The tempo is medium with a dramatic, intense and suspenseful synthesiser arrangement, cymbal riff and conch shell sound. The music is a background score for a Bengali movie / TV series with a male voice giving instructions, a Hindu priest chanting Om with women joining in with the chant and vocalisations and the sound of the conch shell.",7,False,False,I6eU2qRjJ7Y.wav,0.42665237188339233,1.079040706099235
EQHrQIaQNv8,30,40,"/m/0342h,/m/04rlf,/m/06w87,/m/0fx80y","['amateur recording', 'backing track', 'slide guitar', 'tambourine', 'e-bass', 'acoustic guitar', 'slow tempo']",This file contains someone playing a slide guitar melody over a backing track. The backing-track contains an e-bass playing the footnote of an acoustic guitar strumming chords. You can hear a shaker serving as a rhythmic instrument.,6,False,True,EQHrQIaQNv8.wav,0.6093693971633911,0.7058295606982341
hOSzGYKaJGE,150,160,"/m/018vs,/m/0342h,/m/04rlf,/m/0fx80y","['rock', 'low quality', 'electric guitar melody', 'smooth bass', 'shimmering shakers', 'snappy rimshots', 'soft male vocal', 'noisy', 'mono', 'cool', 'easygoing', 'groovy']","The low quality recording features a rock song that consists of an electric guitar melody, smooth bass, shimmering shakers, snappy rimshots and soft male vocals singing over it. The recording is really noisy and in mono. It sounds cool, groovy and easygoing.",4,False,False,hOSzGYKaJGE.wav,0.4746248126029968,1.0808752774607768
FaD9qs2ACpI,30,40,"/m/04rlf,/t/dd00032","['hip hop', 'piano chords progression', 'repetitive synth hits', 'passionate female vocal', 'flat male vocal', 'punchy snare', 'punchy kick', 'cheering', 'audio cutout', 'echoing effect', 'sustained strings melody', 'energetic', 'addictive']","The Hip Hop song features a passionate female vocal singing and flat male vocal rapping over piano chords, punchy kick and snare hits, repetitive synth hits and sustained strings melody. At the end of the first section there is an echoing effect on vocals. It sounds energetic and addictive, even though the audio cuts out in the middle of the chorus, straight to the verse.",4,False,True,FaD9qs2ACpI.wav,0.5273760557174683,0.9026571511637798
BHu95Y_kVQA,30,40,"/m/04rlf,/m/05rwpb","['rock&roll', 'acoustic drum', 'e-bass', 'organ', 'e-guitar', 'male voice singing', 'uptempo', 'positive vibes']",This song contains acoustic drums playing a steady groove with an uplifting bassline that repeats itself. An e-guitar is playing a single note melody while strings and an organ are elevating the energy with long higher register chords. Some backing vocals are singing along to the strings while the male voice is singing his melody. This song may be playing on a sunny day at the park having a picnic.,6,True,True,BHu95Y_kVQA.wav,0.5485478639602661,1.0881466864955058
lh6ACdwNlyk,20,30,"/m/04rlf,/t/dd00037","['orchestral music', 'epic melody', 'staccato violins', 'victory chant', 'booming bass', 'slow tempo', 'trailer song']",This orchestral music features violins playing the main melody using staccato notes. The volume of the violins increases over time in the song. The bass plays a booming note on the alternate count of every bar. The bass resonates like a heartbeat. A single percussion beat is played on the second count of the second bar. There is the sound of a victory chant in the background. This song is at a slow tempo. This song can be used in the trailer of an epic movie.,0,False,True,lh6ACdwNlyk.wav,0.6522444486618042,1.0221216678034892
GWxiiDBK5s8,30,40,"/m/013y1f,/m/01s0ps,/m/03gvt,/m/05148p4,/m/05r5c","['poor quality', 'no singer', 'instrumental', 'bebop jazz', 'organ', 'solo', 'improvisation', 'bass guitar', 'acoustic drums', 'energetic', 'complex']","This is the poor quality recording of a bebop jazz music performance. The organ is playing an insanely complex improvised solo. In the background, there is a bass guitar and a jazz acoustic drum beat. The atmosphere is energetic.",9,False,False,GWxiiDBK5s8.wav,0.5960572957992554,0.7507059573542705
3ClbaJYWVO4,30,40,"/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'effect pedal', 'echo', 'easygoing', 'mellow', 'simple tune', 'dreamy', 'trippy']","This is a gear showcase jam. There is a clean sounding electric guitar with an echo effect being played in a gentle manner. The recording has a dreamy, trippy atmosphere. Parts of this recording can be lifted as samples to be used in beat-making. An advertisement jingle could also be derived from this piece.",9,False,True,3ClbaJYWVO4.wav,0.4763997793197632,1.0525912045848003
ZX7EzqMBjfo,160,170,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0dwt5","['organ', 'soothing melody', 'calming melody', 'lullaby', 'fairytale', 'organ note arpeggio']",This is a melodic composition on the organ. The song itself feels soothing and calming. We hear light arpeggios played which would be suitable for a lullaby or a fairytale story.,3,False,False,ZX7EzqMBjfo.wav,0.3928777575492859,1.132510423601829
oyAAhjGTNvQ,0,10,"/m/018j2,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0l14_3","['bluegrass', 'male voice', 'announcement', 'no percussion', 'no vocal melody', 'mandolin', 'guitar', 'banjo', 'double bass', 'moderate tempo', 'romantic mood']",This bluegrass song starts off with a male voice making an announcement. The music starts to play. The banjo plays an introductory bluegrass lick. This is accompanied by an acoustic guitar strumming chords. The double bass plays the root note and the fifth of the chord. The mandolin plays the rhythm section in the song. There is no vocal melody in this song. There is no percussion in this song. This song can be played in a movie with a Western theme.,0,False,False,oyAAhjGTNvQ.wav,0.5326305627822876,0.8396222888838878
Q8X6geEBR2o,30,40,"/m/04rlf,/t/dd00031","['pop rock', 'female vocal', 'melodic singing', 'electric guitar', 'acoustic guitar', 'bass guitar', 'acoustic drums', 'simple tune', 'chill', 'easygoing', 'generic']",This is a pop rock music piece. There is a female vocalist singing melodically in the lead. The acoustic guitar and the electric guitar are playing a chill melody while the bass guitar is playing a simple bass line. The acoustic drums are playing in the rhythmic background. The atmosphere is easygoing and generic. This piece could be used as an advertisement jingle.,9,False,False,Q8X6geEBR2o.wav,0.42640766501426697,0.9296520947825542
nSBDyxxscks,220,230,"/m/02zsn,/m/04rlf,/m/0939n_","['pop/backgroundmusic', 'gargling', 'female voices singing', 'recording noises', 'amateur recording']",This recording contains gargling noises to which a lot of female voices sing along. In the background you can hear a full pop song that serves as background music. The recording is full of fast popping noises. This seems to be an amateur recording.,6,True,True,nSBDyxxscks.wav,0.3243039846420288,1.065171956957542
-4NLarMj4xU,30,40,"/m/04rlf,/t/dd00034","['pop', 'tinny wide hi hats', 'mellow piano melody', 'high pitched female vocal melody', 'sustained pulsating synth lead', 'soft female vocal', 'punchy kick', 'sustained synth bass', 'claps', 'emotional', 'sad', 'passionate']","The Pop song features a soft female vocal singing over sustained pulsating synth lead, mellow piano melody, sustained synth brass, punchy kick, claps. tinny wide hi hats and high pitched female vocal melody. It sounds emotional, sad, passionate and like something you would hear on a radio.",4,False,False,-4NLarMj4xU.wav,0.4744430184364319,0.9565207957636943
CYZZIkEw_jY,30,40,"/m/026t6,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['instrumental', 'percussion instrumental', 'drumming', 'bass drum pedal', 'thumping', 'buoyant', 'punchy', 'energetic', 'enthusiastic', 'youthful', 'infectious', 'emphatic', 'upbeat', 'rhythmic', 'catchy riff', 'drum solo', 'snare', 'bass drum', 'acoustic drum']","This music is an energetic drum solo. The tempo is fast with an enthusiastic, vigorous drumming riff. The drummer uses the snare and bass drum to create a thumping beat. It is youthful, rhythmic,vivacious, upbeat ,buoyant and infectious.",7,False,False,CYZZIkEw_jY.wav,0.44874170422554016,0.9617122411143413
VzFpg271sm8,500,510,"/m/04rlf,/m/0fd3y","['cinematic', 'cinematic drone sounds', 'synth pads', 'digital bell/mallet sounds', 'beeping noises', 'dreamy', 'silent', 'tension']","This composition is full of atmospheric sounds, machine beeping; bell/mallet sounds playing a melody with a lot of reverb. Pad/drone sounds playing a constant sound in the background. This composition may be playing in an obscure movie scene.",6,False,True,VzFpg271sm8.wav,0.356065034866333,0.8513041734110942
GcYeBWujhjw,10,20,"/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0","['amateur recording', 'rock', 'guitar', 'repetitive phrase', 'percussion', 'bass', 'no voice', 'no other instruments', 'slow tempo', 'melancholic mood']",This amateur recording features a rock song. A repetitive phrase is played on the guitar. The first bar consists of only the guitar sound. The bass and percussion start playing after one bar. The bass plays one note in groups of twos. The percussion plays a groovy rock beat. The hi-hat is played in a group of four strokes on the closed hi-hat followed by one stroke on the open hi-hat. There are no voices in this song. The mood of this song is melancholic.,0,False,False,GcYeBWujhjw.wav,0.36267590522766113,1.226480185927116
QzO6ylLrTGg,30,40,"/m/085jw,/m/0l14l2","['shofar music', 'short notes', 'long notes', 'short burst of notes', 'no other instruments', 'no voices', 'religious music', 'sound of battle call']",This song features a shofar being played. This shofar plays one long note. This is followed by 8 short bursts of three-note groupings. This is followed by one short note and one higher pitched note played for a longer duration. This pattern is played three times. There are no other instruments in this song. There are no voices in this song. This instrument has religious significance. This song can be played prior to a battle call.,0,False,False,QzO6ylLrTGg.wav,0.16848106682300568,1.1480574607264629
9rgB0wKU1-g,380,390,"/m/03m5k,/m/0d8_n","['music documentary', 'harp', 'female voice', 'instructive speaking']",This is an excerpt from a music documentary on harp making. A very brief harp performance can be heard in the beginning. There is a female voice that is speaking in an instructive manner about the extent of difference the wood material makes on the sound of the harp.,9,False,False,9rgB0wKU1-g.wav,0.29597944021224976,1.4463095664393535
nXfqAzdu8IY,30,40,"/m/085jw,/m/0l14j_","['low quality', 'traditional', 'wide acoustic guitar chords', 'breathy flute melody', 'addictive', 'joyful', 'passionate']","The low quality recording features a traditional song that consists of a breathy flute melody playing over wide acoustic guitar chords. It sounds addictive, joyful and passionate.",4,False,False,nXfqAzdu8IY.wav,0.29445400834083557,0.9136532544505229
uF1KTW5rT-s,30,40,"/m/04rlf,/m/07brj","['low quality', 'shimmering shakers', 'wooden percussions', 'passionate female vocal', 'live performance', 'addictive', 'breathy flute melody']","The low quality recording features a live performance that consists of shimmering shakers, wooden percussion, breathy flute melody and passionate female vocals singing over it. It sounds very addictive, due to the lead vocal cadence. It is a bit reverberant, as it was recorded in a larger room, with a low quality microphone.",4,True,True,uF1KTW5rT-s.wav,0.25818005204200745,1.0093691348445049
-IZbvEO9wzU,30,40,"/m/04rlf,/t/dd00004,/t/dd00005","['jingle', 'chipmunk vocal', 'transposed instruments', 'piano', 'electronic drums', 'high pitch', 'irritating', 'poor quality', 'bizarre']",This is a heavily edited version of a birthday song. The track has been transposed to make the original vocal sound like a little girl which resulted in a chipmunk vocal effect. The piano playing the melody and the electronic drum beat is at an irritatingly higher pitch than normal. This creates a bizarre atmosphere. It could be used in nightmare sequences in video games or TV shows.,9,False,True,-IZbvEO9wzU.wav,0.563681960105896,1.0407279729258647
XgXOW3lX25Y,110,120,"/m/04rlf,/m/05r6t,/m/06by7","['hard rock', 'distortion guitar', 'guitar lick', 'no voice', 'instrumental', 'rock drums', 'bass', 'moderate tempo', 'upbeat song']",This hard rock song features a distortion guitar playing aggressive riffs. This is accompanied by a rock percussion playing a simple rock beat with a roll at the end. The bass guitar plays the root notes of the chord with a flourish to move to the subsequent note. There are no voices in this song. This is an instrumental song.,0,False,False,XgXOW3lX25Y.wav,0.4954758882522583,0.7349882721316447
bNvp4y9WSGM,30,40,"/m/02cjck,/m/04rlf,/m/04szw,/m/07y_7","['instrumental', 'fast tempo', 'amplified viloin', 'throbbing', 'pulsating', 'powerful', 'untiring', 'punchy drum rhythm', 'youthful', 'animated', 'cheerful', 'vigorous background music', 'synthesiser arrangement', 'vigorous drumming', 'clapping', 'cheering', 'live performance', 'concert', 'excite crowd', 'animated melody', 'harmonious', 'spirited enthusiastic']","This music is an animated instrumental. The tempo is very fast with a violin playing a very vigorous and upbeat amplified violin harmony with synthesiser arrangements and punchy digital drumming.The music is pulsating, energetic, enthusiastic, throbbing, youthful,powerful, compelling, engaging and untiring. The audio quality is inferior and there are sounds of hustling,people clapping along, chatting and cheering Indicating that this is a live performance.",7,False,True,bNvp4y9WSGM.wav,0.6232156753540039,0.8814331888568034
91AmOKytRUM,0,10,"/m/04rlf,/m/09x0r,/t/dd00033","['female vocalist', 'slow tempo', 'foreign language', 'emotional', 'sentimental', 'poignant', 'heart break', 'melancholic', 'piano accompaniment', 'soft', 'mellow', 'melancholic', 'sad', 'chimes']","A female vocalist sings this soft song in a foreign language. The tempo is slow with a soft piano accompaniment and sound of chimes. The vocals are mellow, passionate,emotional, sentimental, nostalgic, melancholic and reflective. This song is a sad classic Pop.",7,False,False,91AmOKytRUM.wav,0.3972996473312378,0.945894658507072
Y7SoAXBFUew,30,40,"/m/025td0t,/m/02cjck,/m/04rlf,/m/04szw,/m/0l14gg,/t/dd00033","['cinematic', 'piano', 'digital string section', 'digital bass string', 'sad sounding', 'slow tempo']","This song contains a piano adding single notes to digital strings being played in the high-mid and as a bassline. The recording is full of reverb and the instruments are slightly panned across the speakers. The atmosphere sounds sad,melancholic. This song may be playing in a sad movie-scene.",6,False,True,Y7SoAXBFUew.wav,0.4304817318916321,0.9905751943003764
46WpyRUqwXU,30,40,"/m/04rlf,/m/0y4f8","['low quality', 'pop', 'wide harmonizing male vocals', 'wide shimmering hi hats', 'wide brass melody', 'electric guitar chords', 'straight piano melody', 'reverberant passionate female vocal', 'punchy snare', 'smooth bass guitar', 'groovy', 'addictive', 'passionate']","The low quality recording features a pop song that contains a passionate female vocal, alongside wide harmonizing male vocals, singing over wide brass melody, electric guitar chords, straight piano melody, punchy snare and smooth bass guitar. It sounds groovy, addictive and passionate.",4,False,False,46WpyRUqwXU.wav,0.5429996252059937,0.8614957928073039
Db0c4aAwUbY,30,40,"/m/04rlf,/m/0l156b","['funk', 'steeldrums', 'acoustic drums', 'congas', 'shaker', 'uptempo', 'amateur recording']",A lot of people are playing different parts of a funk song on steel-drums. An acoustic drum is playing a faster funk groove together with congas and shakers. This song may be playing outside at a live show.,6,False,True,Db0c4aAwUbY.wav,0.49208804965019226,0.8929891585719218
ocCIB2bPq_Y,30,40,"/m/03q5t,/m/05148p4","['amateur recording', 'cembalo', 'classical']","This audio contains someone playing a classical piece on a cembalo.
This song may be playing at a theater.",6,False,False,ocCIB2bPq_Y.wav,0.36471623182296753,0.7836983203303447
pxEmmUYLHrE,30,40,"/m/0342h,/m/04rlf,/m/04rzd,/m/0fx80y,/m/0gg8l","['low quality', 'noisy', 'mono', 'picked mandolin solo melody', 'joyful', 'happy']","The low quality recording features a picked mandolin solo melody. Even though the recording is noisy and in mono, it gives off joyful and happy vibes.",4,True,True,pxEmmUYLHrE.wav,0.4790942668914795,0.8338380455386272
ZhafwFYgltI,60,70,"/m/04rlf,/m/07rrh0c,/t/dd00128","['video game soundtrack', 'galloping sound', 'arcade game', 'poor audio quality', 'instrumental music', 'gameplay', 'bull goring a man', 'man screaming in pain', 'tense harmony', 'cello playing', 'steady drumming rhythm', 'mysterious string synth tones', 'exciting', 'scary', 'instrumental sjic', 'poor audio quality', 'ambient street noises', 'bull fight', 'horn sounds', 'dangerous', 'building tension']","The song is an instrumental  soundtrack for a video game. The song tempo is medium with a string section,aging, cello playing a tense lower harmony, steady drumming rhythm, and ambient sounds like a bull galloping, man screaming and hood steps. The music is a soundtrack for a video game and has poor audio quality.",1,False,True,ZhafwFYgltI.wav,0.5094620585441589,0.7504782676112285
fAHYe-qmFnU,0,10,"/m/04rlf,/t/dd00037","['orchestral music', 'sounds of scribbling', 'victorious music', 'bass drum']",This clip starts with the sound of scribbling on a piece of paper. This is followed by an epic orchestral song. This has a string section playing notes on a high register. The bass plays the root notes of the chords. The bass drum plays strokes. Male voices sing in baritone like a choir.,0,False,True,fAHYe-qmFnU.wav,0.4035581946372986,0.8999208211314311
LpcvkXs49Zo,300,310,"/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['rock', 'e-guitar', 'medium tempo']",This audio contains someone playing a solo on a distorted e-guitar in the mid range up to the higher register. This song may be playing for a product advertisement.,6,False,False,LpcvkXs49Zo.wav,0.2578521966934204,1.1477447747599712
Qf87MJcWZQI,60,70,"/m/015lz1,/m/04rlf,/t/dd00035","['r&b/pop', 'digital drums', 'sub bass', 'digital strings', 'synth pluck', 'triangle', 'female voice singing', 'higher pitch', 'uptempo']",This song contains digital drums almost playing a drum&bass groove along with a triangle sound. A synth bass is playing a melody with digital strings in a higher key. A synth pluck is playing a short melody on top. A female voice is singing the main melody. This song may be playing in a 90/2000s club.,6,False,False,Qf87MJcWZQI.wav,0.5289089679718018,0.9407031535517802
jx27p7k2lSw,110,120,"/m/04rlf,/m/08p9q4","['r&b/disco', 'synthesizer pads', 'e-piano', 'male voice singing', 'atmospheric', 'slow tempo']","An e-piano is playing a melody and chords with a lot of tremolo while thin, airy synth pads are playing long evolving sounds. A male voice is singing in a higher register with effects on his voice. It sounds like a voice sample. This song may be playing in a club.",6,True,True,jx27p7k2lSw.wav,0.328563392162323,1.0086941122424236
Ycid0vBwqUg,160,170,"/m/015lz1,/m/04rlf,/m/06j6l","['2000s r&b', 'soulful', 'romantic', 'seductive', 'passionate female vocalist', 'violin-like synth', 'intricate bassline', 'minimal r&b drumming', 'bright warm pad synth']","This is a mellow and soulful 2000s R&B song. The female vocalist gives a sensual and passionate vocal performance. The song is seductive, intimate and relaxed. There are string-like sounds and a warm and bright pad-synth along with the mellow groovy drum beat.",3,False,False,Ycid0vBwqUg.wav,0.39950770139694214,0.9109131693255534
2JnlmS1zzls,30,40,"/m/01c194,/m/02bk07,/m/02w4v,/m/04rlf,/m/0y4f8","['male harmony', 'medium tempo', 'foreign language', 'greek song', 'anthem', 'hand percussion', 'tambourine', 'hand drums', 'sticks', 'choral harmony', 'unity', 'patriotic', 'anthem', 'patriotism', 'passionate', 'emotional', 'sentimental', 'love', 'devotion', 'loyalty', 'intense', 'tenor', 'baritone', 'bass']","A male chorus sings this passionate song in a foreign language which sounds like Greek. The song is medium tempo with hand percussion like drums, small hand drum, tambourine and a beat with sticks. The vocals are emphatic and sung in lively parts. The song is passionate, emotional, sentimental, and sounds like an anthem or a love song for the Country or a Leader.",7,True,True,2JnlmS1zzls.wav,0.4717576801776886,0.8789658545863261
6-XEA0zqo8M,50,60,"/m/01v1d8,/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14qv","['hip hop music', 'medium tempo', 'amateur production', 'home production', 'instruments', 'music', 'steady drumming rhythm', 'various percussion hits', 'dj', 'dance floor', 'dance rhythm', 'spirited', 'entertaining', 'instrumental music', 'positive', 'people dancing', 'groovy bass line', 'keyboard synth tones']","The song is an instrumental piece. The song is medium tempo with a steady rhythm, groovy bass line, retro keyboard tones. The song is dance-like and entertaining. The song is a hip hop tune and an amateur production.",1,False,True,6-XEA0zqo8M.wav,0.404832124710083,0.9877732991587749
n179cK8EubU,320,330,"/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0g12c5","['jam', 'instrumental', 'single instrument', 'male voice', 'instructive', 'electric guitar', 'guitar solo', 'effect pedal', 'reverb', 'simple tunes']",This is a gear showcase jam. There is a male voice talking in between the sounds giving information about a reverb pedal. There is an electric guitar playing random tunes with the reverb effect. The tunes in the recording are simple. Sounds from this recording could be sampled for use in beat-making.,9,False,False,n179cK8EubU.wav,0.3732891082763672,0.8604832887065044
zWJC_qr2610,30,40,"/m/018vs,/m/04rlf,/m/05r6t,/m/07sbbz2","['low quality', 'rock', 'live performance', 'arpeggiated electric guitar melody', 'passionate male vocal', 'harmonizing male vocals', 'boomy bass guitar', 'shimmering open hats', 'punchy kick', 'punchy snare', 'messy', 'noisy', 'groovy', 'emotional']","The low quality recording features a live performance of a rock song and it features passionate male vocals, alongside harmonizing male vocals, singing over arpeggiated electric guitar melody, boomy bass guitar, punchy kick and snare hits and shimmering open hats. It sounds noisy and messy, as the frequencies are clashing with each other, but it is still groovy and emotional regardless.",4,True,True,zWJC_qr2610.wav,0.5688384771347046,0.7899810373198619
