id,aspect_list,prediction,__index_level_0__,filename,clap_score,fad_score
2acdeab33c35fa11984b6f0c1bb6cee9,"['emotional', 'energetic', 'keyboard harmony', 'rock']","This high-energy rock track is marked by driving guitar riffs and pounding drums, propelling an infectious beat forward. Beneath this energetic foundation, pulsing synthesizer arpeggios weave intricate keyboard harmonies, adding depth and texture to the overall sound. As the tempo quickens, soaring vocal melodies rise above, conveying emotive intensity through heartfelt delivery and nuanced phrasing. Throughout, crunching electric guitars provide a sonic backdrop for the proceedings, elevating the emotional impact of each performance.",49,2acdeab33c35fa11984b6f0c1bb6cee9.wav,0.5551261901855469,1.0267636680977235
0c70f06d370d30ba26c00e4a04fdaddc,"['acoustic guitar', 'e-bass', 'medium tempo', 'no voice', 'piano', 'pop']","This instrumental pop track features a medium-paced arrangement with pulsating rhythms primarily driven by crisp acoustic guitar arpeggios and steady e-bass lines underpinning melodic piano phrases executed in a lilting 4/4 time signature. Piano fills out the mid-range frequencies while adding depth through chordal progressions frequently modulating from major tonics to minor dominants, creating subtle dynamic contrasts amidst a predominantly moderate-volume sonic landscape devoid of vocal presence.",174,0c70f06d370d30ba26c00e4a04fdaddc.wav,0.5657997131347656,1.1688534522430787
4d1d75f7621d7253e4236d11d04eeb67,"['male voice singing', 'rock', 'slow tempo']","The track features a male vocalist delivering emotive, heartfelt lyrics over a somber rock arrangement at a deliberate slow pace. Guitars provide a minimalist foundation with crunching distortion and steady strumming patterns, while basslines move in syncopated rhythmic interest beneath. Vocals express anguish through expressive phrasing and dynamic shifts from soft whispers to louder outbursts. Cymbal crashes punctuate moments of tension before resolving into quiet introspective passages. Overall mood is melancholic yet searching.",371,4d1d75f7621d7253e4236d11d04eeb67.wav,0.5080974102020264,0.9534305239097962
e18446a568a0e312747b77eb4d17809a,"['acoustic drums', 'acoustic guitar', 'calm', 'drums', 'emotional', 'piano', 'pop', 'slow tempo', 'spiritual']","This introspective pop ballad features soothing acoustic guitars and calming piano arpeggios, creating a tranquil atmosphere that evokes spiritual contemplation. Softly pulsing drum beats provide a subtle foundation beneath the emotive vocals, while delicate string accompaniments swell in the background. As the pace slows, heartfelt lyrics unfold with poignant sincerity, underscoring themes of hope and resilience through layered harmonies and measured crescendos.",27,e18446a568a0e312747b77eb4d17809a.wav,0.581328272819519,0.9825266504661927
0aa6900a57da30505553b735adb644d0,"['electric guitar', 'electronic drums', 'electronic music', 'energetic', 'medium tempo', 'no singer', 'rock music']",This high-energy electronic rock track is characterized by driving electric guitar riffs and pulsating electronic drum beats at a medium tempo around 120 BPM. A prominent synthesizer provides melodic support while distorted guitars add crunching texture beneath. No vocals are present allowing instrumental elements to take center stage. Dynamics range from moderate intensity to intense climactic bursts showcasing the band's ability to craft energetic anthemic soundscapes that propel forward without letup throughout its runtime.,210,0aa6900a57da30505553b735adb644d0.wav,0.5596768260002136,1.0358610654251466
3944c0ae7bf2e218d2f54ec9b326b1ef,"['heavy metal', 'medium fast tempo', 'no singer']","This frenetic heavy metal track features shredding electric guitars playing galloping palm-muted chords in unison, punctuated by explosive double bass drumming and pounding kick-snare rhythms. Battering cymbal crashes introduce driving riffs executed at breakneck speed, while scorching lead guitar work weaves intricate melodic lines amidst chugging chord progressions. Abrupt time signature shifts propel the song forward, culminating in aggressive tremolo-picked arpeggios before dissolving into chaotic chaos-driven noise sections.",235,3944c0ae7bf2e218d2f54ec9b326b1ef.wav,0.6507288217544556,1.093056490458716
1a679821f7edbb7f9fb11f4d7a3ae1c2,"['electronic drums', 'male voice', 'percussion', 'playful', 'pop', 'rhythm', 'techno']","This upbeat electronic dance track features infectious percussion-driven beats delivered by crisp electronic drums accompanied by pulsating synths providing energetic rhythmic foundation beneath a playful male vocalist who sings catchy melodies in syncopated rhythms, emphasizing repetitive hooks amidst driving techno-inspired rhythms culminating in irresistible euphoric climaxes showcasing rich dynamic contrasts accentuated by well-timed drops and sonic textures subtly layered throughout its bright, synth-heavy arrangement.",101,1a679821f7edbb7f9fb11f4d7a3ae1c2.wav,0.4935906231403351,1.2757798338310609
df5a3b1da91c8fe65001134c2005f619,"['classical', 'electric guitar', 'emotional', 'keyboard', 'male singer', 'medium tempo', 'pop rock', 'r&b', 'romantic', 'slow tempo', 'soul']","This romantic pop-rock ballad features a soaring male vocalist delivering emotional lyrics over a medium-tempo foundation of pulsing electric guitars and sweeping synthesizers played by a solo keyboardist. Mournful piano arpeggios provide a somber backdrop for heartfelt vocals and heartfelt declarations of love. As the mood shifts from introspective to anthemic, lush strings and drums swell in support, underscoring the raw emotion and vulnerability at play here. A gentle R&B influence tempers the classic rock sensibilities throughout this poignant and affecting performance.",236,df5a3b1da91c8fe65001134c2005f619.wav,0.5913578271865845,1.0305286550896058
9f0c5244d67a0413cfc6ff4bf448273d,"['claps', 'exciting', 'flat male vocal', 'happy', 'jazz', 'male singer', 'no voices', 'orchestra', 'passionate', 'slow tempo']","This jazz piece features a lively orchestra accompaniment, marked by crisp snare drum accents and mallet percussion in a moderate slow tempo around 60 BPM. A flat-toned male vocalist delivers emotive lyrics over simple chord progressions, emphasizing piano arpeggios and muted brass sections. His impassioned delivery is underscored by driving double bass lines, creating a sense of urgency amidst bright horn fanfares and nostalgic string textures. Dynamics range from subtle pianissimo moments to dynamic fortissimos, heightening tension before resolving into euphoric climaxes.",152,9f0c5244d67a0413cfc6ff4bf448273d.wav,0.5320227146148682,0.9539184475319276
9a445956b1a7106c77dfbb9adc78e8f8,"['aggressive', 'clapping', 'energetic', 'exciting', 'fast tempo', 'folk', 'fun', 'groovy', 'groovy bass', 'happy', 'hard rock', 'intense', 'passionate', 'pop', 'punchy kick', 'punchy snare']","This high-energy folk-pop-rock fusion track features a driving beat marked by a punchy kick drum and sharp, crackling snares that propel the proceedings at breakneck speed. A groovy bassline provides a danceable foundation beneath a whirlwind of clapping rhythms, which evoke a lively, carefree atmosphere. Energetic guitars and catchy melodies deliver a happy, intense vibe, while soaring harmonies add depth and emotional authenticity in this infectious anthem. As the intensity builds, the overall effect is both exhilarating and joyfully unbridled.",197,9a445956b1a7106c77dfbb9adc78e8f8.wav,0.605892539024353,0.9723323488609681
27368ca67ffa7a522675ce7014e6658d,"['dance rhythm', 'emotional', 'exciting', 'groovy rhythm', 'medium tempo', 'passionate', 'steady drumming rhythm']","This energetic track pulsates with a danceable groove driven by a steady drumming pattern and infectious bassline, propelling the listener into a state of euphoria. A catchy melodic hook soars above the driving rhythm section, its memorable phraseology woven together in a passionate call-and-response dialogue. With each repetition, the intensity builds, amplifying the emotional release until it reaches a thrilling crescendo, only to dissolve back into the hypnotic beat once more.",346,27368ca67ffa7a522675ce7014e6658d.wav,0.6261471509933472,1.1307341361420045
109c95b2ffaa8d3b87a9c85dda09a3af,"['drums', 'emotional', 'exciting', 'groovy', 'groovy bass', 'house', 'passionate', 'passionate male vocal', 'punchy kick', 'punchy snare', 'soulful']",This energetic house track begins with a driving punchy kick drumbeat accompanied by a groovy bassline providing a propulsive foundation for the dancefloor-ready tune. A passionate male vocalist delivers soulful lyrics over this infectious groove featuring snappy percussion and emotive melodic harmonies creating a sense of tension release through layered synths and filtered effects adding texture to the mix while retaining its core energy throughout. As it builds towards a climax the dynamic swells in intensity culminating in an exciting conclusion.,139,109c95b2ffaa8d3b87a9c85dda09a3af.wav,0.6051119565963745,1.1514019275085816
68285af037f0d688daefd0456b8eb2e7,"['electronic drums', 'energetic', 'medium tempo']","This high-energy electronic track pulses through medium tempo beats driven by prominent electronic drum machines, imbuing the atmosphere with relentless momentum. Snares crackle with sharp definition amidst driving kick basslines that propel forward. A minimalist synthesizer riff adds tense texture above pulsing sub-bass lines while processed vocals inject rhythmic hooks, creating infectious tension throughout this dynamic sonic landscape.",121,68285af037f0d688daefd0456b8eb2e7.wav,0.5283942818641663,1.5146652365105042
6f836784c77b944fb2fb710092009314,"['acoustic drums', 'cheerful', 'country', 'emotional', 'guitar', 'medium tempo', 'passionate']","This upbeat country track features acoustic guitar strumming in driving rhythms over medium-paced drumbeats, evoking a cheerful atmosphere. Heartfelt vocals deliver emotive lyrics with poignant expression, showcasing the singer's passionate delivery. Country-tinged harmonies add depth, while pedal steel guitars provide subtle texture beneath the surface. The overall mood is one of infectious energy, balancing sentimentality and optimism in equal measure throughout this engaging tune.",499,6f836784c77b944fb2fb710092009314.wav,0.5649522542953491,0.862429162301291
a973736c4cc41d6407cdf5fdd707e5bf,"['claps', 'emotional', 'folk', 'passionate', 'passionate female vocal']","This poignant folk ballad features impassioned clapping rhythms and soaring melodies, delivered by a powerful, emotive vocalist who conveys raw emotion through her voice. Acoustic guitar provides sparse accompaniment, adding intimacy and vulnerability to the track's emotional core. A driving beat propels the narrative forward, punctuated by heartfelt declarations of love and longing, which swell into fervent cries of devotion amidst a simple yet effective arrangement.",370,a973736c4cc41d6407cdf5fdd707e5bf.wav,0.5571120977401733,0.9874288940803895
8e529d9fc3894a43bc35c2dda6437c69,"['male voice', 'medium tempo', 'pop song']","This pop song features a male vocalist delivering a catchy, upbeat performance over a moderate-paced instrumental backing. A driving beat underscores a blend of acoustic guitar chords and synthesized keyboards, punctuated by crisp snare drum hits. Vocal harmonies add depth to the chorus, while a prominent bass line provides rhythmic foundation. Dynamics range from bright and cheerful in the verse to anthemic and energetic in the bridge, showcasing a polished, radio-friendly sound.",198,8e529d9fc3894a43bc35c2dda6437c69.wav,0.4530367851257324,1.0172195339577088
1b456c4059c96797d3ce42d573d695d7,"['ambient', 'medium tempo', 'punchy snare']","This ambient electronic track unfolds at a medium tempo pace, its atmospheric soundscapes evoking a sense of relaxed contemplation. Pulsing synthesizers provide a steady foundation beneath punchy snares that drive the beat forward, injecting energy into the otherwise mellow texture. Softly swaying melodies unfold across the top, occasionally interrupted by sharp percussive hits which add dynamic contrast to this laid-back yet engaging sonic landscape.",187,1b456c4059c96797d3ce42d573d695d7.wav,0.49004849791526794,1.0784156227486024
c6f6f7a83c82cb17a3dcf621968dbdc6,"['electronic', 'fast tempo', 'groovy', 'medium tempo', 'playful', 'upbeat']","This upbeat electronic dance track is characterized by its fast-paced groove, propelled by driving synthesizers and infectious drum machine patterns. A playful piano riff sets off the energetic beat, while bright, swirling synths add depth and texture throughout. Catchy melodies dance atop, punctuated by filtered vocal snippets in a joyous display of sonic playfulness, culminating in an effervescent climax that showcases the track's carefree spirit.",84,c6f6f7a83c82cb17a3dcf621968dbdc6.wav,0.5734920501708984,1.1148468757049927
cc5078850d1382e11f280a78361bfe16,"['classical', 'joyful', 'shimmering cymbals', 'tambourine']","This classical piece begins with shimmering cymbols providing a bright, uplifting introduction before giving way to a sprightly tambourine-driven tempo in 6/8 time. A lilting piano arpeggio pattern provides a jaunty foundation for soaring strings and woodwind melodies that dance above it. As the movement builds, brass accents add a celebratory flair, underscoring the joyful atmosphere with each successive phrase. A playful sense of abandon pervades throughout this effervescent composition.",151,cc5078850d1382e11f280a78361bfe16.wav,0.5904158353805542,1.1761141324417481
4262491bf7dd73fd7140be08f82f0ec3,"['bass', 'energetic', 'groovy']","This high-energy track is driven by a prominent bassline that serves as the foundation for its infectious groove. A pulsating low-end undercurrent propels the proceedings forward, while syncopated horn riffs and percussive guitar licks inject an extra layer of tension. Snappy drum patterns propel the rhythm section, creating a dynamic interplay between driving beats and snappy fills. A catchy hook weaves in and out of the mix, punctuated by subtle effects processing giving it an irresistible danceability quality.",59,4262491bf7dd73fd7140be08f82f0ec3.wav,0.5743217468261719,0.9884405041115174
10d80fe935a88fba435f7dcc2e4efbfd,"['classical', 'funk', 'keyboard', 'medium fast tempo', 'moderate tempo']","This classical-funk piece features a medium-fast tempo, oscillating around 120 BPM. A prominent keyboard riff drives the rhythm section, accompanied by syncopated horn hits and percussive guitar chords in a moderate swing feel. Complex chord progressions unfold over energetic piano arpeggios, while rich string textures add depth. Fender Rhodes-like electric piano underscores melodic motifs, often trading phrases with plucky basslines before resolving into satisfying harmonies. Key changes are nuanced but decisive.",328,10d80fe935a88fba435f7dcc2e4efbfd.wav,0.5964834690093994,1.1013523841278443
4d57056e110e10da034b8122d28cbd8b,"['acoustic drums', 'fast tempo', 'funky', 'groovy', 'jazz', 'upbeat']","This high-energy track features driving acoustic drum rhythms propelling a funky, groovy jazz composition at a breakneck pace. Snappy snare hits and syncopated basslines ignite a dynamic dancefloor atmosphere, while intricate horn sections trade melodic phrases in call-and-response fashion. A nimble piano lays down percussive chords, augmented by a pulsing electric guitar providing stinging chordal accents, all combining for an infectious blend of rhythmic abandon and harmonic complexity.",96,4d57056e110e10da034b8122d28cbd8b.wav,0.5496212244033813,1.011586179770697
cc3b424a01d85da322bdc628e8c66cf0,"['classical music', 'fun', 'indie', 'keyboard', 'medium tempo', 'moderate tempo', 'no voices']","This lively indie instrumental piece features a medium-paced keyboard-driven composition in classical style, showcasing intricate arpeggios and elegant chord progressions. A sprightly piano riff kicks off the track, followed by soaring synth lines and delicate harpsichord filigrees. Bright brass accents add whimsy while driving basslines propel the rhythm forward, maintaining a moderate energy level throughout this effervescent performance.",312,cc3b424a01d85da322bdc628e8c66cf0.wav,0.5200481414794922,0.9549133682625184
4ba27f530b44e9ec774cb5066e49c522,"['acoustic drums', 'bass', 'e-bass', 'fast tempo', 'female voice', 'flute', 'happy mood', 'keyboard', 'percussion']","This upbeat indie-pop track features a driving fast tempo propelling a catchy flute melody over a pulsating bass line and prominent e-bass chords. An infectious female vocalist trades verses and choruses above crisp acoustic drum patterns and dynamic keyboard riffs. Percussive accents punctuate the rhythm section while maintaining a carefree happy vibe throughout, evoking feelings of joyful energy and optimism in listeners.",224,4ba27f530b44e9ec774cb5066e49c522.wav,0.5444134473800659,1.051458885707129
a6038960675a062bf045b06c50f370cb,"['bass guitar', 'eerie', 'groovy', 'keyboard', 'keyboard harmony', 'male vocal', 'pop', 'slow tempo']","This slow-paced pop track features a haunting male vocalist delivering melancholic lyrics amidst eerie soundscapes. A prominent bass guitar line underscores the somber mood while atmospheric keyboard harmonies evoke an air of tension. Synthesized leads weave subtle textures beneath the mix, punctuated by delicate piano arpeggios in the background, creating a moody atmosphere that's elevated by periodic groovy breaks featuring filtered disco-inspired rhythms.",299,a6038960675a062bf045b06c50f370cb.wav,0.6721634268760681,1.1951100731270203
5631b6a09d984136d0d447cfe414fe31,"['bass', 'heavy metal', 'jazz', 'medium tempo']","This heavy metal track features a prominent bassline driving a medium-paced riff-based structure. Jazz-influenced chromaticism pervades the melodic phrasing while sharp, aggressive guitar chords clash against pounding double-bass drumming creating intense dynamic shifts from soft to loud sections. Fierce soloing showcases rapid-fire arpeggios amidst galloping rhythms generating unbridled energy throughout this bold composition showcasing fusion of both hard-hitting metal ferocity and intricate jazz-inspired musicianship.",277,5631b6a09d984136d0d447cfe414fe31.wav,0.6201128959655762,0.9772866869346986
d58fd02cc957c5a1f4f958355df4483d,"['bass guitar', 'electric guitar', 'emotional', 'groovy', 'medium tempo', 'poignant', 'romantic']",This soulful ballad features a prominent bass guitar providing a gentle foundation beneath sweeping arpeggios played by electric guitars. Melodically intricate yet emotionally charged passages showcase poignant vocals soaring above lilting rhythms at a medium tempo. Groove-oriented chord progressions underpin tenderly rendered romantic lyrics creating an intimate atmosphere marked by subtle dynamic shifts underscoring heartfelt sentimentality throughout the arrangement.,174,d58fd02cc957c5a1f4f958355df4483d.wav,0.5077376961708069,0.9430258179085145
e8a30f795d88c72655023592b4da6dd5,"['groovy bass', 'jazz', 'uplifting']","This upbeat jazz tune features a driving ""groovy"" bass line that propels the track forward with infectious energy. A walking piano chord progression underpins the arrangement, while lively horn section fills add a bright, carefree quality. Melodically, a catchy saxophone solo takes center stage, trading phrases in call-and-response dialogue with the pianist before resolving into a sweeping chorus marked by layered harmonies and soaring vocal lines. Dynamics range from moderate to energetic throughout, creating a euphoric atmosphere perfect for dancing.",101,e8a30f795d88c72655023592b4da6dd5.wav,0.6002519130706787,0.9632314348595032
218b6068587e52b149db06ef24fd2ae1,"['dance music', 'dance rhythm', 'folk music', 'no voices', 'passionate', 'pop song']","This dance-infused pop song features a driving folk-inspired beat, propelling listeners onto the dance floor from its opening measures. A prominent electric guitar riff sets the energetic tone, complemented by pulsating synthesizers and a lively percussion section. Strings and horns swell in support, heightening the passionate atmosphere. As the tempo quickens, a steady bassline underscores the infectious energy, culminating in an exhilarating finale.",439,218b6068587e52b149db06ef24fd2ae1.wav,0.599946916103363,0.904161682166327
